evaluations raw_y
1 18.9803191996
2 12.1740035129
3 9.2579676798
18 7.8040967058
50 4.1972340543
457 4.1789281075
499 3.4916056185
548 2.8037892546
3332 2.4563680914
6091 2.2603996162
7816 2.0523116727
9553 2.0052096014
9819 1.1322434563
50019 7.5710230747
