evaluations raw_y
1 10.8144665999
4 8.4169539612
9 8.2761931267
13 7.3110993242
14 6.3513700861
16 4.9350255126
56 4.4415241475
58 3.1178120683
599 2.2773785479
2977 1.5748977905
23563 1.8839595929
41219 1.7448869262
42970 1.5793704549
43599 1.5686793369
50008 15.4236305276
