evaluations raw_y
1 20.4250049588
2 16.7402166499
3 6.7663892958
23 6.3489804632
39 5.3249232889
92 4.9027543908
100 4.0694996380
118 3.3096033323
952 3.0745162323
5326 2.4207240683
10009 2.2318221610
11647 2.1825819527
11776 2.1511860032
21659 1.5854497021
50001 7.0262990083
