evaluations raw_y
1 18.3529461485
3 13.2975571452
4 9.0753009208
16 6.0101572401
46 5.4652398828
64 5.0842877510
77 5.0068653731
169 4.4103758827
536 2.3472519291
771 2.0397392962
10461 2.0759935590
20130 1.7678015888
20132 1.7307211121
24313 1.1288941963
50017 10.2081887464
