evaluations raw_y
1 13.8024088842
2 12.9967402273
4 12.9116493732
6 11.5676421452
7 9.3243840074
17 6.4422107851
24 3.9789716171
45 3.5460688392
670 3.2157245407
789 2.5175040625
3821 2.1507159035
10618 1.0647629527
50004 8.1914548458
