evaluations raw_y
1 8.5988659775
25 7.2950631898
43 5.9048642178
49 5.7541998407
90 4.1212206344
337 4.0792646208
359 2.1805442764
5068 1.5145130737
7823 1.4906500602
43073 1.4753511077
50019 15.2088960016
