evaluations raw_y
1 21.1864484587
2 15.4430140177
3 11.3868114301
8 3.9651018928
306 3.9281835270
362 3.8880624521
420 3.5153981786
563 2.6787139957
942 2.0343291962
1120 1.7026977632
6072 1.1889579393
37625 1.0762511159
50010 1.0762511159
