evaluations raw_y
1 18.2760306607
2 9.8709277643
5 8.8627649978
16 8.7171532567
34 6.7735187006
38 5.7788027111
47 5.2412531185
90 5.0135521513
115 4.4502530440
189 4.4379098277
210 3.8417610979
560 4.1472623039
878 3.9761933417
1449 2.4087699706
4453 2.3552719731
9314 1.5283564788
31588 1.5634054157
50009 24.0012112997
