evaluations raw_y
1 9.2981740587
6 5.8433327798
34 3.5431366643
156 2.7351277950
855 2.5659125195
4703 2.4445088315
4869 1.9634651085
6411 1.5775255283
16750 1.0684656764
50057 1.0684656764
