evaluations raw_y
1 7.2560943939
11 7.1685113294
23 5.9967188376
79 4.6092876876
460 4.4058510867
504 3.4688821199
786 3.2096088053
1265 2.9753869753
2418 2.7729078949
3029 2.5215745119
8672 2.4966273297
15096 2.3960484154
20360 2.3485251702
23771 2.0878721769
45861 1.5563500091
50011 21.1827041961
