evaluations raw_y
1 9.2369398354
9 6.5810882543
60 5.4851618649
84 3.9335831237
433 3.8707052182
514 2.7218238949
1102 3.3267984279
4104 3.3111965468
4675 3.3773264762
5568 2.0266364867
6392 2.7323331417
6957 2.5972404866
11593 1.2799567880
50005 9.2752798254
