evaluations raw_y
1 22.4134823469
2 13.3342802428
12 10.4185775542
20 8.2506278369
25 5.1672562168
97 4.5198523288
155 3.6599378913
156 2.8642588420
2248 2.5105929036
3137 2.3666565152
6277 1.6833243999
50000 16.0134371569
