evaluations raw_y
1 19.2657309965
2 7.1293114319
14 6.6031607829
20 6.1542587224
43 3.4403920670
248 2.7786616671
6773 2.8409165855
7811 2.8396396393
9192 2.2248275629
11050 1.4221947928
28760 0.8402376901
50000 32.4640647273
