evaluations raw_y
1 27.2578887397
2 25.6030102878
3 17.5549240266
5 11.3239246162
6 9.2939415821
9 8.8313262230
10 5.0519068252
144 4.9182760963
221 4.8544855766
421 4.3840766285
537 4.1544640305
795 4.1424376131
826 3.4915765400
1069 2.5992078063
2675 1.5351849555
30503 1.4214723605
50022 13.2245983838
