evaluations raw_y
1 14.6661650942
2 8.5781405076
11 7.7764380162
23 6.9869610019
24 6.5576039194
64 4.7104968475
86 2.7713742747
221 2.3340817363
3022 1.9818985279
3134 1.7413711879
14422 1.5517578179
37179 1.4942770799
45557 1.0822828426
50006 1.0822828426
