evaluations raw_y
1 16.7272481030
5 13.2982239265
7 8.2975269695
9 7.4980557754
11 4.4000629919
31 3.8684626476
130 2.5689695347
3938 1.6855230243
19218 1.6724707795
50006 11.4900391858
