evaluations raw_y
1 9.0159787094
7 8.4059584806
38 6.5614842107
43 5.7346238550
54 5.3897816537
103 3.0377743390
536 2.7208616110
837 2.5999946189
1490 1.4742589532
12991 1.4442201822
50035 23.8573161442
