evaluations raw_y
1 12.4159765880
3 11.6238794372
5 11.1792093110
9 9.5303434592
22 8.5325871211
26 7.0812734439
71 3.5028642363
681 2.8728852814
961 2.7128271404
1259 2.5262463307
1424 1.9713554362
1602 1.7101384077
7082 1.3007748013
50045 13.4892625764
