evaluations raw_y
1 11.8175844319
6 8.0707286823
32 6.8487819012
38 4.8599165447
117 2.9667557301
180 2.4633146575
555 2.3207751578
1020 2.3154275064
1960 1.5944389401
47543 1.1439467372
50010 26.0339368689
