evaluations raw_y
1 14.5536041645
3 11.1177236738
6 10.9286241925
9 6.3622885580
34 4.6438771063
64 3.4047497639
100 1.8807535764
1490 1.5822097714
16043 1.0618297046
50003 14.4643767567
